"","x"
"1892","mfcc_sma.12._lpc2"
"1893","mfcc_sma.12._lpc3"
"1894","mfcc_sma.12._lpc4"
"1895","mfcc_sma.13._range"
"1896","mfcc_sma.13._maxPos"
"1897","mfcc_sma.13._minPos"
"1898","mfcc_sma.13._quartile1"
"1899","mfcc_sma.13._quartile2"
"1900","mfcc_sma.13._quartile3"
"1901","mfcc_sma.13._iqr1.2"
"1902","mfcc_sma.13._iqr2.3"
"1903","mfcc_sma.13._iqr1.3"
"1904","mfcc_sma.13._percentile1.0"
"1905","mfcc_sma.13._percentile99.0"
"1906","mfcc_sma.13._pctlrange0.1"
"1907","mfcc_sma.13._stddev"
"1908","mfcc_sma.13._skewness"
"1909","mfcc_sma.13._kurtosis"
"1910","mfcc_sma.13._meanSegLen"
"1911","mfcc_sma.13._maxSegLen"
"1912","mfcc_sma.13._minSegLen"
"1913","mfcc_sma.13._segLenStddev"
"1914","mfcc_sma.13._upleveltime25"
"1915","mfcc_sma.13._upleveltime50"
"1916","mfcc_sma.13._upleveltime75"
"1917","mfcc_sma.13._upleveltime90"
"1918","mfcc_sma.13._risetime"
"1919","mfcc_sma.13._leftctime"
"1920","mfcc_sma.13._lpgain"
"1921","mfcc_sma.13._lpc0"
"1922","mfcc_sma.13._lpc1"
"1923","mfcc_sma.13._lpc2"
"1924","mfcc_sma.13._lpc3"
"1925","mfcc_sma.13._lpc4"
"1926","mfcc_sma.14._range"
"1927","mfcc_sma.14._maxPos"
"1928","mfcc_sma.14._minPos"
"1929","mfcc_sma.14._quartile1"
"1930","mfcc_sma.14._quartile2"
"1931","mfcc_sma.14._quartile3"
"1932","mfcc_sma.14._iqr1.2"
"1933","mfcc_sma.14._iqr2.3"
"1934","mfcc_sma.14._iqr1.3"
"1935","mfcc_sma.14._percentile1.0"
"1936","mfcc_sma.14._percentile99.0"
"1937","mfcc_sma.14._pctlrange0.1"
"1938","mfcc_sma.14._stddev"
"1939","mfcc_sma.14._skewness"
"1940","mfcc_sma.14._kurtosis"
"1941","mfcc_sma.14._meanSegLen"
"1942","mfcc_sma.14._maxSegLen"
"1943","mfcc_sma.14._minSegLen"
"1944","mfcc_sma.14._segLenStddev"
"1945","mfcc_sma.14._upleveltime25"
"1946","mfcc_sma.14._upleveltime50"
"1947","mfcc_sma.14._upleveltime75"
"1948","mfcc_sma.14._upleveltime90"
"1949","mfcc_sma.14._risetime"
"1950","mfcc_sma.14._leftctime"
"1951","mfcc_sma.14._lpgain"
"1952","mfcc_sma.14._lpc0"
"1953","mfcc_sma.14._lpc1"
"1954","mfcc_sma.14._lpc2"
"1955","mfcc_sma.14._lpc3"
"1956","mfcc_sma.14._lpc4"
"1957","audSpec_Rfilt_sma_de.0._range"
"1958","audSpec_Rfilt_sma_de.0._maxPos"
"1959","audSpec_Rfilt_sma_de.0._minPos"
"1960","audSpec_Rfilt_sma_de.0._quartile1"
"1961","audSpec_Rfilt_sma_de.0._quartile2"
"1962","audSpec_Rfilt_sma_de.0._quartile3"
"1963","audSpec_Rfilt_sma_de.0._iqr1.2"
"1964","audSpec_Rfilt_sma_de.0._iqr2.3"
"1965","audSpec_Rfilt_sma_de.0._iqr1.3"
"1966","audSpec_Rfilt_sma_de.0._percentile1.0"
"1967","audSpec_Rfilt_sma_de.0._percentile99.0"
"1968","audSpec_Rfilt_sma_de.0._pctlrange0.1"
"1969","audSpec_Rfilt_sma_de.0._stddev"
"1970","audSpec_Rfilt_sma_de.0._skewness"
"1971","audSpec_Rfilt_sma_de.0._kurtosis"
"1972","audSpec_Rfilt_sma_de.0._meanSegLen"
"1973","audSpec_Rfilt_sma_de.0._maxSegLen"
"1974","audSpec_Rfilt_sma_de.0._minSegLen"
"1975","audSpec_Rfilt_sma_de.0._segLenStddev"
"1976","audSpec_Rfilt_sma_de.0._upleveltime25"
"1977","audSpec_Rfilt_sma_de.0._upleveltime50"
"1978","audSpec_Rfilt_sma_de.0._upleveltime75"
"1979","audSpec_Rfilt_sma_de.0._upleveltime90"
"1980","audSpec_Rfilt_sma_de.0._risetime"
"1981","audSpec_Rfilt_sma_de.0._leftctime"
"1982","audSpec_Rfilt_sma_de.0._lpgain"
"1983","audSpec_Rfilt_sma_de.0._lpc0"
"1984","audSpec_Rfilt_sma_de.0._lpc1"
"1985","audSpec_Rfilt_sma_de.0._lpc2"
"1986","audSpec_Rfilt_sma_de.0._lpc3"
"1987","audSpec_Rfilt_sma_de.0._lpc4"
"1988","audSpec_Rfilt_sma_de.1._range"
"1989","audSpec_Rfilt_sma_de.1._maxPos"
"1990","audSpec_Rfilt_sma_de.1._minPos"
"1991","audSpec_Rfilt_sma_de.1._quartile1"
"1992","audSpec_Rfilt_sma_de.1._quartile2"
"1993","audSpec_Rfilt_sma_de.1._quartile3"
"1994","audSpec_Rfilt_sma_de.1._iqr1.2"
"1995","audSpec_Rfilt_sma_de.1._iqr2.3"
"1996","audSpec_Rfilt_sma_de.1._iqr1.3"
"1997","audSpec_Rfilt_sma_de.1._percentile1.0"
"1998","audSpec_Rfilt_sma_de.1._percentile99.0"
"1999","audSpec_Rfilt_sma_de.1._pctlrange0.1"
"2000","audSpec_Rfilt_sma_de.1._stddev"
"2001","audSpec_Rfilt_sma_de.1._skewness"
"2002","audSpec_Rfilt_sma_de.1._kurtosis"
"2003","audSpec_Rfilt_sma_de.1._meanSegLen"
"2004","audSpec_Rfilt_sma_de.1._maxSegLen"
"2005","audSpec_Rfilt_sma_de.1._minSegLen"
"2006","audSpec_Rfilt_sma_de.1._segLenStddev"
"2007","audSpec_Rfilt_sma_de.1._upleveltime25"
"2008","audSpec_Rfilt_sma_de.1._upleveltime50"
"2009","audSpec_Rfilt_sma_de.1._upleveltime75"
"2010","audSpec_Rfilt_sma_de.1._upleveltime90"
"2011","audSpec_Rfilt_sma_de.1._risetime"
"2012","audSpec_Rfilt_sma_de.1._leftctime"
"2013","audSpec_Rfilt_sma_de.1._lpgain"
"2014","audSpec_Rfilt_sma_de.1._lpc0"
"2015","audSpec_Rfilt_sma_de.1._lpc1"
"2016","audSpec_Rfilt_sma_de.1._lpc2"
"2017","audSpec_Rfilt_sma_de.1._lpc3"
"2018","audSpec_Rfilt_sma_de.1._lpc4"
"2019","audSpec_Rfilt_sma_de.2._range"
"2020","audSpec_Rfilt_sma_de.2._maxPos"
"2021","audSpec_Rfilt_sma_de.2._minPos"
"2022","audSpec_Rfilt_sma_de.2._quartile1"
"2023","audSpec_Rfilt_sma_de.2._quartile2"
"2024","audSpec_Rfilt_sma_de.2._quartile3"
"2025","audSpec_Rfilt_sma_de.2._iqr1.2"
"2026","audSpec_Rfilt_sma_de.2._iqr2.3"
"2027","audSpec_Rfilt_sma_de.2._iqr1.3"
"2028","audSpec_Rfilt_sma_de.2._percentile1.0"
"2029","audSpec_Rfilt_sma_de.2._percentile99.0"
"2030","audSpec_Rfilt_sma_de.2._pctlrange0.1"
"2031","audSpec_Rfilt_sma_de.2._stddev"
"2032","audSpec_Rfilt_sma_de.2._skewness"
"2033","audSpec_Rfilt_sma_de.2._kurtosis"
"2034","audSpec_Rfilt_sma_de.2._meanSegLen"
"2035","audSpec_Rfilt_sma_de.2._maxSegLen"
"2036","audSpec_Rfilt_sma_de.2._minSegLen"
"2037","audSpec_Rfilt_sma_de.2._segLenStddev"
"2038","audSpec_Rfilt_sma_de.2._upleveltime25"
"2039","audSpec_Rfilt_sma_de.2._upleveltime50"
"2040","audSpec_Rfilt_sma_de.2._upleveltime75"
"2041","audSpec_Rfilt_sma_de.2._upleveltime90"
"2042","audSpec_Rfilt_sma_de.2._risetime"
"2043","audSpec_Rfilt_sma_de.2._leftctime"
"2044","audSpec_Rfilt_sma_de.2._lpgain"
"2045","audSpec_Rfilt_sma_de.2._lpc0"
"2046","audSpec_Rfilt_sma_de.2._lpc1"
"2047","audSpec_Rfilt_sma_de.2._lpc2"
"2048","audSpec_Rfilt_sma_de.2._lpc3"
"2049","audSpec_Rfilt_sma_de.2._lpc4"
"2050","audSpec_Rfilt_sma_de.3._range"
"2051","audSpec_Rfilt_sma_de.3._maxPos"
"2052","audSpec_Rfilt_sma_de.3._minPos"
"2053","audSpec_Rfilt_sma_de.3._quartile1"
"2054","audSpec_Rfilt_sma_de.3._quartile2"
"2055","audSpec_Rfilt_sma_de.3._quartile3"
"2056","audSpec_Rfilt_sma_de.3._iqr1.2"
"2057","audSpec_Rfilt_sma_de.3._iqr2.3"
"2058","audSpec_Rfilt_sma_de.3._iqr1.3"
"2059","audSpec_Rfilt_sma_de.3._percentile1.0"
"2060","audSpec_Rfilt_sma_de.3._percentile99.0"
"2061","audSpec_Rfilt_sma_de.3._pctlrange0.1"
"2062","audSpec_Rfilt_sma_de.3._stddev"
"2063","audSpec_Rfilt_sma_de.3._skewness"
"2064","audSpec_Rfilt_sma_de.3._kurtosis"
"2065","audSpec_Rfilt_sma_de.3._meanSegLen"
"2066","audSpec_Rfilt_sma_de.3._maxSegLen"
"2067","audSpec_Rfilt_sma_de.3._minSegLen"
"2068","audSpec_Rfilt_sma_de.3._segLenStddev"
"2069","audSpec_Rfilt_sma_de.3._upleveltime25"
"2070","audSpec_Rfilt_sma_de.3._upleveltime50"
"2071","audSpec_Rfilt_sma_de.3._upleveltime75"
"2072","audSpec_Rfilt_sma_de.3._upleveltime90"
"2073","audSpec_Rfilt_sma_de.3._risetime"
"2074","audSpec_Rfilt_sma_de.3._leftctime"
"2075","audSpec_Rfilt_sma_de.3._lpgain"
"2076","audSpec_Rfilt_sma_de.3._lpc0"
"2077","audSpec_Rfilt_sma_de.3._lpc1"
"2078","audSpec_Rfilt_sma_de.3._lpc2"
"2079","audSpec_Rfilt_sma_de.3._lpc3"
"2080","audSpec_Rfilt_sma_de.3._lpc4"
"2081","audSpec_Rfilt_sma_de.4._range"
"2082","audSpec_Rfilt_sma_de.4._maxPos"
"2083","audSpec_Rfilt_sma_de.4._minPos"
"2084","audSpec_Rfilt_sma_de.4._quartile1"
"2085","audSpec_Rfilt_sma_de.4._quartile2"
"2086","audSpec_Rfilt_sma_de.4._quartile3"
"2087","audSpec_Rfilt_sma_de.4._iqr1.2"
"2088","audSpec_Rfilt_sma_de.4._iqr2.3"
"2089","audSpec_Rfilt_sma_de.4._iqr1.3"
"2090","audSpec_Rfilt_sma_de.4._percentile1.0"
"2091","audSpec_Rfilt_sma_de.4._percentile99.0"
"2092","audSpec_Rfilt_sma_de.4._pctlrange0.1"
"2093","audSpec_Rfilt_sma_de.4._stddev"
"2094","audSpec_Rfilt_sma_de.4._skewness"
"2095","audSpec_Rfilt_sma_de.4._kurtosis"
"2096","audSpec_Rfilt_sma_de.4._meanSegLen"
"2097","audSpec_Rfilt_sma_de.4._maxSegLen"
"2098","audSpec_Rfilt_sma_de.4._minSegLen"
"2099","audSpec_Rfilt_sma_de.4._segLenStddev"
"2100","audSpec_Rfilt_sma_de.4._upleveltime25"
"2101","audSpec_Rfilt_sma_de.4._upleveltime50"
"2102","audSpec_Rfilt_sma_de.4._upleveltime75"
"2103","audSpec_Rfilt_sma_de.4._upleveltime90"
"2104","audSpec_Rfilt_sma_de.4._risetime"
"2105","audSpec_Rfilt_sma_de.4._leftctime"
"2106","audSpec_Rfilt_sma_de.4._lpgain"
"2107","audSpec_Rfilt_sma_de.4._lpc0"
"2108","audSpec_Rfilt_sma_de.4._lpc1"
"2109","audSpec_Rfilt_sma_de.4._lpc2"
"2110","audSpec_Rfilt_sma_de.4._lpc3"
"2111","audSpec_Rfilt_sma_de.4._lpc4"
"2112","audSpec_Rfilt_sma_de.5._range"
"2113","audSpec_Rfilt_sma_de.5._maxPos"
"2114","audSpec_Rfilt_sma_de.5._minPos"
"2115","audSpec_Rfilt_sma_de.5._quartile1"
"2116","audSpec_Rfilt_sma_de.5._quartile2"
"2117","audSpec_Rfilt_sma_de.5._quartile3"
"2118","audSpec_Rfilt_sma_de.5._iqr1.2"
"2119","audSpec_Rfilt_sma_de.5._iqr2.3"
"2120","audSpec_Rfilt_sma_de.5._iqr1.3"
"2121","audSpec_Rfilt_sma_de.5._percentile1.0"
"2122","audSpec_Rfilt_sma_de.5._percentile99.0"
"2123","audSpec_Rfilt_sma_de.5._pctlrange0.1"
"2124","audSpec_Rfilt_sma_de.5._stddev"
"2125","audSpec_Rfilt_sma_de.5._skewness"
"2126","audSpec_Rfilt_sma_de.5._kurtosis"
"2127","audSpec_Rfilt_sma_de.5._meanSegLen"
"2128","audSpec_Rfilt_sma_de.5._maxSegLen"
"2129","audSpec_Rfilt_sma_de.5._minSegLen"
"2130","audSpec_Rfilt_sma_de.5._segLenStddev"
"2131","audSpec_Rfilt_sma_de.5._upleveltime25"
"2132","audSpec_Rfilt_sma_de.5._upleveltime50"
"2133","audSpec_Rfilt_sma_de.5._upleveltime75"
"2134","audSpec_Rfilt_sma_de.5._upleveltime90"
"2135","audSpec_Rfilt_sma_de.5._risetime"
"2136","audSpec_Rfilt_sma_de.5._leftctime"
"2137","audSpec_Rfilt_sma_de.5._lpgain"
"2138","audSpec_Rfilt_sma_de.5._lpc0"
"2139","audSpec_Rfilt_sma_de.5._lpc1"
"2140","audSpec_Rfilt_sma_de.5._lpc2"
"2141","audSpec_Rfilt_sma_de.5._lpc3"
"2142","audSpec_Rfilt_sma_de.5._lpc4"
"2143","audSpec_Rfilt_sma_de.6._range"
"2144","audSpec_Rfilt_sma_de.6._maxPos"
"2145","audSpec_Rfilt_sma_de.6._minPos"
"2146","audSpec_Rfilt_sma_de.6._quartile1"
"2147","audSpec_Rfilt_sma_de.6._quartile2"
"2148","audSpec_Rfilt_sma_de.6._quartile3"
"2149","audSpec_Rfilt_sma_de.6._iqr1.2"
"2150","audSpec_Rfilt_sma_de.6._iqr2.3"
"2151","audSpec_Rfilt_sma_de.6._iqr1.3"
"2152","audSpec_Rfilt_sma_de.6._percentile1.0"
"2153","audSpec_Rfilt_sma_de.6._percentile99.0"
"2154","audSpec_Rfilt_sma_de.6._pctlrange0.1"
"2155","audSpec_Rfilt_sma_de.6._stddev"
"2156","audSpec_Rfilt_sma_de.6._skewness"
"2157","audSpec_Rfilt_sma_de.6._kurtosis"
"2158","audSpec_Rfilt_sma_de.6._meanSegLen"
"2159","audSpec_Rfilt_sma_de.6._maxSegLen"
"2160","audSpec_Rfilt_sma_de.6._minSegLen"
"2161","audSpec_Rfilt_sma_de.6._segLenStddev"
"2162","audSpec_Rfilt_sma_de.6._upleveltime25"
"2163","audSpec_Rfilt_sma_de.6._upleveltime50"
"2164","audSpec_Rfilt_sma_de.6._upleveltime75"
"2165","audSpec_Rfilt_sma_de.6._upleveltime90"
"2166","audSpec_Rfilt_sma_de.6._risetime"
"2167","audSpec_Rfilt_sma_de.6._leftctime"
"2168","audSpec_Rfilt_sma_de.6._lpgain"
"2169","audSpec_Rfilt_sma_de.6._lpc0"
"2170","audSpec_Rfilt_sma_de.6._lpc1"
"2171","audSpec_Rfilt_sma_de.6._lpc2"
"2172","audSpec_Rfilt_sma_de.6._lpc3"
"2173","audSpec_Rfilt_sma_de.6._lpc4"
"2174","audSpec_Rfilt_sma_de.7._range"
"2175","audSpec_Rfilt_sma_de.7._maxPos"
"2176","audSpec_Rfilt_sma_de.7._minPos"
"2177","audSpec_Rfilt_sma_de.7._quartile1"
"2178","audSpec_Rfilt_sma_de.7._quartile2"
"2179","audSpec_Rfilt_sma_de.7._quartile3"
"2180","audSpec_Rfilt_sma_de.7._iqr1.2"
"2181","audSpec_Rfilt_sma_de.7._iqr2.3"
"2182","audSpec_Rfilt_sma_de.7._iqr1.3"
"2183","audSpec_Rfilt_sma_de.7._percentile1.0"
"2184","audSpec_Rfilt_sma_de.7._percentile99.0"
"2185","audSpec_Rfilt_sma_de.7._pctlrange0.1"
"2186","audSpec_Rfilt_sma_de.7._stddev"
"2187","audSpec_Rfilt_sma_de.7._skewness"
"2188","audSpec_Rfilt_sma_de.7._kurtosis"
"2189","audSpec_Rfilt_sma_de.7._meanSegLen"
"2190","audSpec_Rfilt_sma_de.7._maxSegLen"
"2191","audSpec_Rfilt_sma_de.7._minSegLen"
"2192","audSpec_Rfilt_sma_de.7._segLenStddev"
"2193","audSpec_Rfilt_sma_de.7._upleveltime25"
"2194","audSpec_Rfilt_sma_de.7._upleveltime50"
"2195","audSpec_Rfilt_sma_de.7._upleveltime75"
"2196","audSpec_Rfilt_sma_de.7._upleveltime90"
"2197","audSpec_Rfilt_sma_de.7._risetime"
"2198","audSpec_Rfilt_sma_de.7._leftctime"
"2199","audSpec_Rfilt_sma_de.7._lpgain"
"2200","audSpec_Rfilt_sma_de.7._lpc0"
"2201","audSpec_Rfilt_sma_de.7._lpc1"
"2202","audSpec_Rfilt_sma_de.7._lpc2"
"2203","audSpec_Rfilt_sma_de.7._lpc3"
"2204","audSpec_Rfilt_sma_de.7._lpc4"
"2205","audSpec_Rfilt_sma_de.8._range"
"2206","audSpec_Rfilt_sma_de.8._maxPos"
"2207","audSpec_Rfilt_sma_de.8._minPos"
"2208","audSpec_Rfilt_sma_de.8._quartile1"
"2209","audSpec_Rfilt_sma_de.8._quartile2"
"2210","audSpec_Rfilt_sma_de.8._quartile3"
"2211","audSpec_Rfilt_sma_de.8._iqr1.2"
"2212","audSpec_Rfilt_sma_de.8._iqr2.3"
"2213","audSpec_Rfilt_sma_de.8._iqr1.3"
"2214","audSpec_Rfilt_sma_de.8._percentile1.0"
"2215","audSpec_Rfilt_sma_de.8._percentile99.0"
"2216","audSpec_Rfilt_sma_de.8._pctlrange0.1"
"2217","audSpec_Rfilt_sma_de.8._stddev"
"2218","audSpec_Rfilt_sma_de.8._skewness"
"2219","audSpec_Rfilt_sma_de.8._kurtosis"
"2220","audSpec_Rfilt_sma_de.8._meanSegLen"
"2221","audSpec_Rfilt_sma_de.8._maxSegLen"
"2222","audSpec_Rfilt_sma_de.8._minSegLen"
"2223","audSpec_Rfilt_sma_de.8._segLenStddev"
"2224","audSpec_Rfilt_sma_de.8._upleveltime25"
"2225","audSpec_Rfilt_sma_de.8._upleveltime50"
"2226","audSpec_Rfilt_sma_de.8._upleveltime75"
"2227","audSpec_Rfilt_sma_de.8._upleveltime90"
"2228","audSpec_Rfilt_sma_de.8._risetime"
"2229","audSpec_Rfilt_sma_de.8._leftctime"
"2230","audSpec_Rfilt_sma_de.8._lpgain"
"2231","audSpec_Rfilt_sma_de.8._lpc0"
"2232","audSpec_Rfilt_sma_de.8._lpc1"
"2233","audSpec_Rfilt_sma_de.8._lpc2"
"2234","audSpec_Rfilt_sma_de.8._lpc3"
"2235","audSpec_Rfilt_sma_de.8._lpc4"
"2236","audSpec_Rfilt_sma_de.9._range"
"2237","audSpec_Rfilt_sma_de.9._maxPos"
"2238","audSpec_Rfilt_sma_de.9._minPos"
"2239","audSpec_Rfilt_sma_de.9._quartile1"
"2240","audSpec_Rfilt_sma_de.9._quartile2"
"2241","audSpec_Rfilt_sma_de.9._quartile3"
"2242","audSpec_Rfilt_sma_de.9._iqr1.2"
"2243","audSpec_Rfilt_sma_de.9._iqr2.3"
"2244","audSpec_Rfilt_sma_de.9._iqr1.3"
"2245","audSpec_Rfilt_sma_de.9._percentile1.0"
"2246","audSpec_Rfilt_sma_de.9._percentile99.0"
"2247","audSpec_Rfilt_sma_de.9._pctlrange0.1"
"2248","audSpec_Rfilt_sma_de.9._stddev"
"2249","audSpec_Rfilt_sma_de.9._skewness"
"2250","audSpec_Rfilt_sma_de.9._kurtosis"
"2251","audSpec_Rfilt_sma_de.9._meanSegLen"
"2252","audSpec_Rfilt_sma_de.9._maxSegLen"
"2253","audSpec_Rfilt_sma_de.9._minSegLen"
"2254","audSpec_Rfilt_sma_de.9._segLenStddev"
"2255","audSpec_Rfilt_sma_de.9._upleveltime25"
"2256","audSpec_Rfilt_sma_de.9._upleveltime50"
"2257","audSpec_Rfilt_sma_de.9._upleveltime75"
"2258","audSpec_Rfilt_sma_de.9._upleveltime90"
"2259","audSpec_Rfilt_sma_de.9._risetime"
"2260","audSpec_Rfilt_sma_de.9._leftctime"
"2261","audSpec_Rfilt_sma_de.9._lpgain"
"2262","audSpec_Rfilt_sma_de.9._lpc0"
"2263","audSpec_Rfilt_sma_de.9._lpc1"
"2264","audSpec_Rfilt_sma_de.9._lpc2"
"2265","audSpec_Rfilt_sma_de.9._lpc3"
"2266","audSpec_Rfilt_sma_de.9._lpc4"
"2267","audSpec_Rfilt_sma_de.10._range"
"2268","audSpec_Rfilt_sma_de.10._maxPos"
"2269","audSpec_Rfilt_sma_de.10._minPos"
"2270","audSpec_Rfilt_sma_de.10._quartile1"
"2271","audSpec_Rfilt_sma_de.10._quartile2"
"2272","audSpec_Rfilt_sma_de.10._quartile3"
"2273","audSpec_Rfilt_sma_de.10._iqr1.2"
"2274","audSpec_Rfilt_sma_de.10._iqr2.3"
"2275","audSpec_Rfilt_sma_de.10._iqr1.3"
"2276","audSpec_Rfilt_sma_de.10._percentile1.0"
"2277","audSpec_Rfilt_sma_de.10._percentile99.0"
"2278","audSpec_Rfilt_sma_de.10._pctlrange0.1"
"2279","audSpec_Rfilt_sma_de.10._stddev"
"2280","audSpec_Rfilt_sma_de.10._skewness"
"2281","audSpec_Rfilt_sma_de.10._kurtosis"
"2282","audSpec_Rfilt_sma_de.10._meanSegLen"
"2283","audSpec_Rfilt_sma_de.10._maxSegLen"
"2284","audSpec_Rfilt_sma_de.10._minSegLen"
"2285","audSpec_Rfilt_sma_de.10._segLenStddev"
"2286","audSpec_Rfilt_sma_de.10._upleveltime25"
"2287","audSpec_Rfilt_sma_de.10._upleveltime50"
"2288","audSpec_Rfilt_sma_de.10._upleveltime75"
"2289","audSpec_Rfilt_sma_de.10._upleveltime90"
"2290","audSpec_Rfilt_sma_de.10._risetime"
"2291","audSpec_Rfilt_sma_de.10._leftctime"
"2292","audSpec_Rfilt_sma_de.10._lpgain"
"2293","audSpec_Rfilt_sma_de.10._lpc0"
"2294","audSpec_Rfilt_sma_de.10._lpc1"
"2295","audSpec_Rfilt_sma_de.10._lpc2"
"2296","audSpec_Rfilt_sma_de.10._lpc3"
"2297","audSpec_Rfilt_sma_de.10._lpc4"
"2298","audSpec_Rfilt_sma_de.11._range"
"2299","audSpec_Rfilt_sma_de.11._maxPos"
"2300","audSpec_Rfilt_sma_de.11._minPos"
"2301","audSpec_Rfilt_sma_de.11._quartile1"
"2302","audSpec_Rfilt_sma_de.11._quartile2"
"2303","audSpec_Rfilt_sma_de.11._quartile3"
"2304","audSpec_Rfilt_sma_de.11._iqr1.2"
"2305","audSpec_Rfilt_sma_de.11._iqr2.3"
"2306","audSpec_Rfilt_sma_de.11._iqr1.3"
"2307","audSpec_Rfilt_sma_de.11._percentile1.0"
"2308","audSpec_Rfilt_sma_de.11._percentile99.0"
"2309","audSpec_Rfilt_sma_de.11._pctlrange0.1"
"2310","audSpec_Rfilt_sma_de.11._stddev"
"2311","audSpec_Rfilt_sma_de.11._skewness"
"2312","audSpec_Rfilt_sma_de.11._kurtosis"
"2313","audSpec_Rfilt_sma_de.11._meanSegLen"
"2314","audSpec_Rfilt_sma_de.11._maxSegLen"
"2315","audSpec_Rfilt_sma_de.11._minSegLen"
"2316","audSpec_Rfilt_sma_de.11._segLenStddev"
"2317","audSpec_Rfilt_sma_de.11._upleveltime25"
"2318","audSpec_Rfilt_sma_de.11._upleveltime50"
"2319","audSpec_Rfilt_sma_de.11._upleveltime75"
"2320","audSpec_Rfilt_sma_de.11._upleveltime90"
"2321","audSpec_Rfilt_sma_de.11._risetime"
"2322","audSpec_Rfilt_sma_de.11._leftctime"
"2323","audSpec_Rfilt_sma_de.11._lpgain"
"2324","audSpec_Rfilt_sma_de.11._lpc0"
"2325","audSpec_Rfilt_sma_de.11._lpc1"
"2326","audSpec_Rfilt_sma_de.11._lpc2"
"2327","audSpec_Rfilt_sma_de.11._lpc3"
"2328","audSpec_Rfilt_sma_de.11._lpc4"
"2329","audSpec_Rfilt_sma_de.12._range"
"2330","audSpec_Rfilt_sma_de.12._maxPos"
"2331","audSpec_Rfilt_sma_de.12._minPos"
"2332","audSpec_Rfilt_sma_de.12._quartile1"
"2333","audSpec_Rfilt_sma_de.12._quartile2"
"2334","audSpec_Rfilt_sma_de.12._quartile3"
"2335","audSpec_Rfilt_sma_de.12._iqr1.2"
"2336","audSpec_Rfilt_sma_de.12._iqr2.3"
"2337","audSpec_Rfilt_sma_de.12._iqr1.3"
"2338","audSpec_Rfilt_sma_de.12._percentile1.0"
"2339","audSpec_Rfilt_sma_de.12._percentile99.0"
"2340","audSpec_Rfilt_sma_de.12._pctlrange0.1"
"2341","audSpec_Rfilt_sma_de.12._stddev"
"2342","audSpec_Rfilt_sma_de.12._skewness"
"2343","audSpec_Rfilt_sma_de.12._kurtosis"
"2344","audSpec_Rfilt_sma_de.12._meanSegLen"
"2345","audSpec_Rfilt_sma_de.12._maxSegLen"
"2346","audSpec_Rfilt_sma_de.12._minSegLen"
"2347","audSpec_Rfilt_sma_de.12._segLenStddev"
"2348","audSpec_Rfilt_sma_de.12._upleveltime25"
"2349","audSpec_Rfilt_sma_de.12._upleveltime50"
"2350","audSpec_Rfilt_sma_de.12._upleveltime75"
"2351","audSpec_Rfilt_sma_de.12._upleveltime90"
"2352","audSpec_Rfilt_sma_de.12._risetime"
"2353","audSpec_Rfilt_sma_de.12._leftctime"
"2354","audSpec_Rfilt_sma_de.12._lpgain"
"2355","audSpec_Rfilt_sma_de.12._lpc0"
"2356","audSpec_Rfilt_sma_de.12._lpc1"
"2357","audSpec_Rfilt_sma_de.12._lpc2"
"2358","audSpec_Rfilt_sma_de.12._lpc3"
"2359","audSpec_Rfilt_sma_de.12._lpc4"
"2360","audSpec_Rfilt_sma_de.13._range"
"2361","audSpec_Rfilt_sma_de.13._maxPos"
"2362","audSpec_Rfilt_sma_de.13._minPos"
"2363","audSpec_Rfilt_sma_de.13._quartile1"
"2364","audSpec_Rfilt_sma_de.13._quartile2"
"2365","audSpec_Rfilt_sma_de.13._quartile3"
"2366","audSpec_Rfilt_sma_de.13._iqr1.2"
"2367","audSpec_Rfilt_sma_de.13._iqr2.3"
"2368","audSpec_Rfilt_sma_de.13._iqr1.3"
"2369","audSpec_Rfilt_sma_de.13._percentile1.0"
"2370","audSpec_Rfilt_sma_de.13._percentile99.0"
"2371","audSpec_Rfilt_sma_de.13._pctlrange0.1"
"2372","audSpec_Rfilt_sma_de.13._stddev"
"2373","audSpec_Rfilt_sma_de.13._skewness"
"2374","audSpec_Rfilt_sma_de.13._kurtosis"
"2375","audSpec_Rfilt_sma_de.13._meanSegLen"
"2376","audSpec_Rfilt_sma_de.13._maxSegLen"
"2377","audSpec_Rfilt_sma_de.13._minSegLen"
"2378","audSpec_Rfilt_sma_de.13._segLenStddev"
"2379","audSpec_Rfilt_sma_de.13._upleveltime25"
"2380","audSpec_Rfilt_sma_de.13._upleveltime50"
"2381","audSpec_Rfilt_sma_de.13._upleveltime75"
"2382","audSpec_Rfilt_sma_de.13._upleveltime90"
"2383","audSpec_Rfilt_sma_de.13._risetime"
"2384","audSpec_Rfilt_sma_de.13._leftctime"
"2385","audSpec_Rfilt_sma_de.13._lpgain"
"2386","audSpec_Rfilt_sma_de.13._lpc0"
"2387","audSpec_Rfilt_sma_de.13._lpc1"
"2388","audSpec_Rfilt_sma_de.13._lpc2"
"2389","audSpec_Rfilt_sma_de.13._lpc3"
"2390","audSpec_Rfilt_sma_de.13._lpc4"
"2391","audSpec_Rfilt_sma_de.14._range"
"2392","audSpec_Rfilt_sma_de.14._maxPos"
"2393","audSpec_Rfilt_sma_de.14._minPos"
"2394","audSpec_Rfilt_sma_de.14._quartile1"
"2395","audSpec_Rfilt_sma_de.14._quartile2"
"2396","audSpec_Rfilt_sma_de.14._quartile3"
